,City,Lat,Max Temp,Cloudiness,Country,Date,Humidity,Lng,Wind Speed
369,Alugan,12.22,27.52,23,PH,1586390508,79,125.48,4.03
370,Jacareacanga,-6.22,25.4,100,BR,1586390508,91,-57.75,0.49
371,Māndal,25.45,22.45,0,IN,1586390509,23,74.57,2.26
372,Severo-Yeniseyskiy,60.37,-2.99,100,RU,1586390509,91,93.04,4.15
373,Lake Shasta,40.68,26.27,1,US,1586390509,21,-122.37,7.2
374,Tomatlán,19.93,30.56,40,MX,1586390159,32,-105.25,4.61
375,Khorinsk,52.17,4.52,0,RU,1586390510,46,109.77,0.61
376,Tocopilla,-22.09,21.92,20,CL,1586390510,55,-70.2,1.23
377,Vila,42.03,15.14,75,PT,1586390510,87,-8.16,0.5
378,Yar-Sale,66.83,-8.79,100,RU,1586390118,96,70.83,7.15
379,Mount Hagen,-5.86,19.0,40,PG,1586390511,88,144.23,2.1
380,Andilamena,-17.02,17.7,43,MG,1586390511,71,48.58,2.64
381,Jieshi,22.81,19.84,19,CN,1586390511,62,115.83,4.15
382,Lüderitz,-26.65,14.0,63,NA,1586390137,87,15.16,1.0
383,Kahului,20.89,26.27,20,US,1586390094,54,-156.47,5.1
384,Tigil',57.8,-5.28,31,RU,1586390512,89,158.67,0.68
385,Kayerkan,69.35,-3.0,76,RU,1586390512,73,87.76,8.0
386,Guiratinga,-16.35,23.57,83,BR,1586390512,74,-53.76,1.6
387,Korla,41.76,11.67,0,CN,1586390104,86,86.15,3.13
388,Rawson,-43.3,17.99,0,AR,1586390122,41,-65.1,11.65
389,El Alto,-4.27,23.79,37,PE,1586390513,69,-81.21,4.09
390,Goderich,43.75,11.08,43,CA,1586390145,84,-81.72,0.89
391,Fortuna,40.6,17.2,20,US,1586390088,77,-124.16,6.2
392,Soure,-0.72,25.06,100,BR,1586390513,91,-48.52,5.23
393,Mahibadhoo,3.78,29.06,74,MV,1586390513,71,72.97,2.8
394,Mayo,38.89,21.17,1,US,1586390101,35,-76.51,4.1
395,Broken Hill,-31.95,14.0,0,AU,1586390514,67,141.43,3.6
396,Martil,35.62,16.0,94,MA,1586390514,87,-5.28,4.6
397,Donskoy,53.97,4.13,51,RU,1586390514,88,38.34,3.12
398,Caohai,26.87,7.76,46,CN,1586390515,40,104.28,2.2
399,Hong Kong,22.29,20.1,20,HK,1586389962,60,114.16,3.6
400,Ambon City,-3.7,29.0,20,ID,1586390515,74,128.18,1.0
401,Tilichiki,60.47,-10.09,25,RU,1586390096,90,166.1,2.16
402,Ende,-8.84,27.81,99,ID,1586390515,72,121.66,1.4
403,Opuwo,-18.06,19.38,29,NA,1586390515,26,13.84,1.28
404,Truckee,39.33,14.15,1,US,1586390516,20,-120.18,5.1
405,Foz,43.57,12.32,100,ES,1586390516,1,-7.25,0.83
406,Indang,14.2,29.31,40,PH,1586390387,70,120.88,2.1
407,Kollam,8.88,26.0,20,IN,1586390516,78,76.6,1.5
408,Manicoré,-5.81,24.42,100,BR,1586390516,96,-61.3,0.82
409,Perth,-31.93,19.31,3,AU,1586390403,72,115.83,1.0
410,College,64.86,-1.14,75,US,1586390517,39,-147.8,1.5
411,Grand Gaube,-20.01,26.07,40,MU,1586390517,83,57.66,3.6
412,Lancaster,40.25,17.48,40,US,1586390415,48,-76.25,2.1
413,Alyangula,-13.85,26.0,75,AU,1586390518,94,136.42,5.88
414,Luba,3.46,24.0,20,GQ,1586390518,100,8.55,1.69
415,Pampa,35.54,27.55,1,US,1586390518,14,-100.96,5.1
416,Marakkanam,12.2,27.17,27,IN,1586390518,86,79.95,4.05
417,Kitimat,54.05,8.21,90,CA,1586390464,33,-128.65,11.3
418,Casalmaggiore,44.99,9.98,0,IT,1586390519,43,10.42,2.6
419,Kumul,42.8,15.69,0,CN,1586390062,22,93.45,3.34
420,Belogorsk,50.92,2.23,0,RU,1586390519,74,128.46,5.04
421,Camopi,3.17,24.44,100,GF,1586390520,90,-52.32,1.96
422,Kudahuvadhoo,2.67,29.02,57,MV,1586390520,65,72.89,2.74
423,Ishigaki,24.34,21.0,75,JP,1586390520,94,124.16,3.6
424,Portland,45.52,21.46,40,US,1586389903,30,-122.68,3.6
425,Kulaman,6.46,27.62,51,PH,1586390521,70,124.09,0.57
426,Bariloche,-41.15,17.0,0,AR,1586390521,36,-71.31,1.5
427,Krasnyy Yar,46.53,-1.0,0,RU,1586390521,74,48.35,2.0
428,Galesong,-5.32,25.0,20,ID,1586390138,94,119.37,1.0
429,Borovichi,58.39,3.95,74,RU,1586390522,71,33.92,3.5
430,Jalalabad,34.43,15.0,75,AF,1586390522,93,70.45,0.8
431,Morondava,-20.28,24.02,0,MG,1586390522,68,44.28,4.28
432,Bulle,46.62,8.85,12,CH,1586390522,70,7.06,1.5
433,Puerto del Rosario,28.5,20.0,12,ES,1586390522,82,-13.86,4.1
434,Praia da Vitória,38.73,16.0,20,PT,1586390090,82,-27.07,3.75
435,Arua,3.02,20.34,59,UG,1586390523,52,30.91,1.91
436,Dezhou,37.45,7.19,98,CN,1586390523,63,116.29,7.53
437,Channel-Port aux Basques,47.57,-2.19,75,CA,1586390523,94,-59.14,3.51
438,Santo Augusto,-27.85,16.0,21,BR,1586390342,51,-53.78,3.6
439,Rong Kwang,18.34,26.02,10,TH,1586390523,53,100.32,0.54
440,Xai-Xai,-25.05,21.33,36,MZ,1586390524,77,33.64,4.37
441,Praia,14.92,24.0,0,CV,1586390524,60,-23.51,8.7
442,Ancud,-41.87,15.0,0,CL,1586390094,77,-73.82,0.5
443,Tshikapa,-6.42,22.08,78,CD,1586390524,78,20.8,0.64
444,Mathbaria,22.29,24.85,0,BD,1586390525,89,89.96,2.48
445,Tommot,58.96,0.74,2,RU,1586390525,76,126.29,1.19
446,Maragogi,-9.01,26.49,19,BR,1586390463,75,-35.22,2.77
447,Hazaribagh,23.98,23.33,49,IN,1586390525,26,85.35,0.04
448,Ituiutaba,-18.97,21.58,52,BR,1586390453,77,-49.47,2.45
449,Batemans Bay,-35.72,16.35,72,AU,1586390525,97,150.18,1.38
450,Tottori-shi,35.5,9.0,20,JP,1586390258,76,134.23,2.6
451,Aden,12.78,26.78,0,YE,1586390233,67,45.04,7.02
452,Tayoltita,24.08,28.14,91,MX,1586390526,22,-105.93,3.23
453,Jeremoabo,-10.07,23.48,76,BR,1586390526,73,-38.48,2.98
454,Aykhal,66.0,3.0,95,RU,1586390136,32,111.5,4.0
455,Smithers,54.78,9.0,90,CA,1586390527,29,-127.17,5.1
456,Trindade,-16.65,27.0,40,BR,1586390527,74,-49.49,1.5
457,Cap Malheureux,-19.98,26.07,40,MU,1586390527,83,57.61,3.6
458,Waspán,14.74,30.0,20,NI,1586390527,66,-83.97,4.1
459,Sandwick,60.0,5.11,0,GB,1586390527,75,-1.25,5.1
460,Ormara,25.21,23.66,0,PK,1586390528,69,64.64,2.3
461,Westport,41.14,11.56,1,US,1586390125,71,-73.36,0.82
462,Tereze,43.94,-1.05,0,RU,1586390528,63,42.44,1.0
463,Hamadan,34.8,5.93,100,IR,1586390528,48,48.51,3.19
464,Zhigansk,66.77,0.21,100,RU,1586390528,95,123.37,5.41
465,Kursavka,44.46,-0.87,27,RU,1586390529,63,42.51,1.0
466,Lugoba,-6.45,22.14,97,TZ,1586390529,91,38.33,0.96
467,Anchorage,61.22,0.88,1,US,1586390400,37,-149.9,3.6
468,Bantry,51.68,7.0,90,IE,1586390529,100,-9.45,1.0
469,Valleyview,55.07,0.9,91,CA,1586390148,67,-117.29,1.97
470,Oranjestad,12.52,28.0,20,AW,1586390247,78,-70.03,8.7
471,Adrar,20.5,26.12,0,MR,1586390086,14,-10.07,4.14
472,Roebourne,-20.78,28.08,50,AU,1586390530,56,117.13,1.3
473,Praia,14.92,24.0,0,CV,1586389906,60,-23.51,8.7
474,Moses Lake,47.13,20.3,1,US,1586390522,13,-119.28,3.1
475,Zapolyarnyy,69.42,0.0,54,RU,1586390530,92,30.81,13.9
476,Ferrol,43.48,13.85,100,ES,1586390531,93,-8.24,1.0
477,Velikiy Ustyug,60.76,-1.51,42,RU,1586390531,97,46.31,2.72
478,Nha Trang,12.25,26.4,64,VN,1586390309,77,109.18,2.79
479,Moyale,3.52,20.1,0,KE,1586390531,60,39.06,1.66
480,Santoña,43.44,13.01,75,ES,1586390531,93,-3.46,1.13
481,Aswān,24.09,19.21,13,EG,1586390532,26,32.91,5.36
482,Resistencia,-27.46,15.75,69,AR,1586390232,72,-58.98,2.1
483,Laas,46.62,4.0,5,IT,1586390067,44,10.7,1.5
484,Boundiali,9.52,25.51,98,CI,1586390338,65,-6.49,2.61
485,La Roda,39.22,9.29,73,ES,1586390532,71,-2.15,2.6
486,Berlevåg,70.86,-0.88,100,NO,1586390101,97,29.09,13.7
487,Tianpeng,30.99,15.74,0,CN,1586390533,93,103.94,0.83
488,Akdepe,42.06,-0.01,0,TM,1586390094,68,59.38,2.1
489,Udachny,66.42,3.0,99,RU,1586390533,32,112.4,4.0
490,Örnsköldsvik,63.29,1.0,73,SE,1586390533,80,18.72,5.1
491,Puerto Carreño,6.19,36.0,20,CO,1586390534,37,-67.49,1.0
492,Kholodnyy,62.72,-6.42,100,RU,1586390534,87,147.95,2.41
493,Ust'-Omchug,61.15,-6.29,69,RU,1586390531,87,149.63,3.5
494,Moerai,-22.43,26.86,100,PF,1586390535,78,-151.33,5.45
495,Marabu,4.41,25.0,75,MY,1586390535,100,114.01,2.1
496,Kohtla-Järve,59.4,4.52,100,EE,1586390535,70,27.27,8.41
497,Fort Saint James,54.43,6.36,75,CA,1586390535,58,-124.25,2.48
498,Alekseyevsk,57.84,2.75,0,RU,1586390536,73,108.35,1.36
499,Murray Bridge,-35.12,16.21,0,AU,1586390536,91,139.27,2.14
500,Kurumkan,54.3,5.12,0,RU,1586390536,51,110.3,0.23
501,Acapulco de Juárez,16.86,30.0,40,MX,1586390397,70,-99.89,2.6
502,Lumphat,13.49,25.0,98,KH,1586390536,83,106.98,1.26
503,Jammalamadugu,14.83,27.41,16,IN,1586390536,49,78.4,1.01
504,Kamenka,51.32,5.83,90,RU,1586390150,59,42.77,1.82
505,Los Lunas,34.81,21.83,1,US,1586390276,12,-106.73,4.6
506,Englewood,39.65,19.32,40,US,1586390537,15,-104.99,3.6
507,Soyo,-6.13,26.06,12,AO,1586390110,85,12.37,2.75
508,Porto Walter,-8.27,22.47,82,BR,1586390537,91,-72.74,0.61
509,Sungai Penuh,-2.08,18.85,77,ID,1586390538,69,101.38,1.01
510,Khandyga,62.67,-1.14,100,RU,1586390538,97,135.6,1.13
511,Paamiut,61.99,-0.27,98,GL,1586390112,86,-49.67,1.61
512,Taltal,-25.4,17.72,6,CL,1586390538,77,-70.48,0.96
513,Serafimovskiy,54.42,0.32,96,RU,1586390539,88,53.8,2.85
514,Guapimirim,-22.54,21.0,90,BR,1586390539,88,-42.98,3.1
515,Mogadishu,2.04,27.89,0,SO,1586390539,78,45.34,4.37
516,Kaduqli,11.02,27.67,69,SD,1586390539,40,29.72,1.78
517,Balabac,7.99,28.64,77,PH,1586390539,66,117.06,3.55
518,Quelimane,-17.88,27.0,40,MZ,1586390540,88,36.89,3.6
519,Cabedelo,-6.98,26.0,64,BR,1586390540,88,-34.83,2.6
520,Faya,18.39,17.5,20,SA,1586390068,63,42.45,1.04
521,Ferme-Neuve,46.7,2.23,95,CA,1586390540,79,-75.45,2.06
522,Witu,-2.39,26.7,43,KE,1586390540,81,40.44,3.21
523,La Santisima Trinidad,-14.83,23.19,18,BO,1586390541,76,-64.9,2.18
524,Salalah,17.02,26.0,20,OM,1586390097,69,54.09,1.5
525,Ayan,56.45,2.2,48,RU,1586390541,83,138.17,3.57
526,Honiara,-9.43,30.0,20,SB,1586390420,74,159.95,3.1
527,Creston,41.06,13.92,20,US,1586390541,44,-94.36,7.7
528,Alofi,-19.06,30.0,75,NU,1586390102,79,-169.92,7.2
529,Wukari,7.85,29.77,57,NG,1586390542,57,9.78,3.25
530,Saquarema,-22.92,21.0,90,BR,1586390542,94,-42.51,2.6
531,Pochutla,15.74,32.4,20,MX,1586390151,46,-96.47,5.1
532,Saint-Rémi,45.27,7.02,90,CA,1586390542,33,-73.62,2.1
533,Manta,-0.95,27.0,40,EC,1586390543,69,-80.73,3.1
534,Porbandar,21.64,23.95,0,IN,1586390543,88,69.61,3.57
535,Bāniyās,35.18,12.69,10,SY,1586390543,82,35.95,1.63
536,Lorengau,-2.02,28.49,40,PG,1586390085,76,147.27,2.45
537,Port Barton,10.48,27.77,87,PH,1586390544,73,119.25,1.84
538,Safaga,26.73,20.0,0,EG,1586390544,32,33.94,6.7
539,Dubrovnik,42.65,10.02,0,HR,1586390512,30,18.09,3.6
540,Churapcha,62.0,0.17,100,RU,1586390545,90,132.43,2.86
541,Tual,-5.67,28.41,98,ID,1586390129,73,132.75,2.4
542,Qadirpur Ran,30.29,22.0,20,PK,1586390545,68,71.67,2.82
543,Srikakulam,18.3,26.23,3,IN,1586390545,69,83.9,2.54
544,Amuntai,-2.42,22.67,100,ID,1586390371,97,115.25,1.16
545,Coahuayana Viejo,18.73,30.0,40,MX,1586390546,28,-103.68,5.1
546,Hervey Bay,-25.3,22.96,75,AU,1586390546,64,152.85,5.1
547,Nikol'sk,53.72,3.78,34,RU,1586390546,88,46.07,2.39
548,Sakakah,29.97,19.0,59,SA,1586390546,24,40.21,3.1
549,Batagay-Alyta,67.8,-4.23,100,RU,1586390111,88,130.41,1.54
550,Ashquelon,31.67,11.13,37,IL,1586390547,76,34.57,1.5
551,Sobolevo,54.43,4.18,17,RU,1586390135,78,31.9,1.59
552,Mbale,1.08,19.85,6,UG,1586390547,47,34.17,0.82
553,Meulaboh,4.14,26.08,100,ID,1586390095,81,96.13,1.86
554,Florida,28.75,25.01,1,US,1586390496,94,-82.5,4.06
555,Waddān,29.16,13.13,1,LY,1586390090,54,16.14,1.75
556,Mbaïki,3.87,22.48,99,CF,1586390548,86,17.99,0.56
557,Zavodoukovsk,56.5,-4.35,100,RU,1586390548,94,66.55,5.48
558,Warri,5.52,26.56,17,NG,1586390364,88,5.75,2.38
559,Hualmay,-11.1,22.9,2,PE,1586390122,77,-77.61,3.46
560,Sangar,63.92,-1.25,100,RU,1586390067,97,127.47,2.64
561,Nishihara,26.18,20.09,75,JP,1586390549,68,127.76,5.1
562,Mwandiga,-4.83,23.0,75,TZ,1586390549,94,29.66,1.63
563,Tsaratanana,-16.78,21.16,9,MG,1586390549,72,47.65,3.23
564,Gamba,-2.65,25.63,87,GA,1586390134,89,10.0,1.34
565,Corinth,37.94,11.84,20,GR,1586390550,59,22.96,3.6
566,Padang,-0.95,25.73,79,ID,1586390118,73,100.35,2.05
567,Rumuruti,0.27,15.67,68,KE,1586390550,51,36.54,3.76
568,Nouakchott,18.09,23.3,0,MR,1586390550,52,-15.98,6.88
